id|trad|simp|jyutping
19878|鐃鈸|铙钹|naau4 bat6
19879|鐘咭|钟咭|zung1 kaat1
19880|鐘意|钟意|zung1 ji3
19881|鐘數|钟数|zung1 sou3
19882|鐘落潭|钟落潭|zung1 lok6 taam4
19883|鐘點女傭|钟点女佣|zung1 dim2 neoi5 jung4
19884|鐘點妹|钟点妹|zung1 dim2 mui6
19885|鐘點工人|钟点工人|zung1 dim2 gung1 jan4
19886|鐳射唱片|镭射唱片|leoi4 se6 coeng3 pin3
19887|鐳射影碟|镭射影碟|leoi4 se6 jing2 dip2
19888|鐵|铁|tit3
19889|鐵冬青|铁冬青|tit3 dung1 cing1
19890|鐵合金|铁合金|tit3 hap6 gam1
19891|鐵嘴雞|铁嘴鸡|tit3 zeoi2 gai1
19892|鐵器時代|铁器时代|tit3 hei3 si4 doi6
19893|鐵心|铁心|tit3 sam1
19894|鐵打酒|铁打酒|tit3 daa2 zau2
19895|鐵拐李打足球|铁拐李打足球|tit3 gwaai2 lei5 daa2 zuk1 kau4
19896|鐵杵磨成針|铁杵磨成针|tit3 cyu5 mo4 sing4 zam1
19897|鐵枝|铁枝|tit3 zi1
19898|鐵沙梨|铁沙梨|tit3 saa1 lei2
19899|鐵漢|铁汉|tit3 hon3
19900|鐵皮屋|铁皮屋|tit3 pei4 uk1
19901|鐵筆|铁笔|tit3 bat1
19902|鐵線|铁线|tit3 sin2
19903|鐵腳馬眼神仙肚|铁脚马眼神仙肚|tit3 goek3 maa5 ngaan5 san4 sin1 tou5
19904|鐵蓮花|铁莲花|tit3 lin4 faa1
19905|鐵路站|铁路站|tit3 lou6 zaam6
19906|鐵通|铁通|tit3 tung1
19907|鐵金剛|铁金刚|tit3 gam1 gong1
19908|鐵錘|铁锤|tit3 ceoi4
19909|鐵鏟|铁铲|tit3 caan2
19910|鐵門|铁门|tit3 mun4
19911|鐵閘|铁闸|tit3 zaap6
19912|鐵飯碗|铁饭碗|tit3 faan6 wun2
19913|鐵馬|铁马|tit3 maa5
19914|鐵騎士|铁骑士|tit3 ke4 si6
19915|鐸|铎|dok6
19916|鐸叔|铎叔|dok6 suk1
19917|鐾|鐾|bei3
19918|鐾|鐾|bei3
19919|鑊|镬|wok6
19920|鑊底噉面|镬底啖面|wok6 dai2 gam2 min6
19921|鑊撈|镬捞|wok6 lou1
19922|鑊氣|镬气|wok6 hei3
19923|鑊鏟|镬铲|wok6 caan2
19924|鑌鐵|镔铁|ban1 tit3
19925|鑑於|鉴于|gaam3 jyu1
19926|鑑證|鉴证|gaam3 zing3
19927|鑒別|鉴别|gaam3 bit6
19928|鑒定|鉴定|gaam3 ding6
19929|鑒察|鉴察|gaam3 caat3
19930|鑒識|鉴识|gaam3 sik1
19931|鑒賞|鉴赏|gaam3 soeng2
19932|鑠石流金|铄石流金|soek3 sek6 lau4 gam1
19933|鑠金|铄金|soek3 gam1
19934|鑼機|锣机|lo4 gei1
19935|鑽|钻|zyun1
19936|鑽石山|钻石山|zyun3 sek6 saan1
19937|鑽窿|钻窿|zyun1 lung1
19938|鑿大|凿大|zok6 daai6
19939|钂|镋|tong2
19940|钟意|钟意|zung1 ji3
19941|锺意|锺意|zung1 ji3
19942|長|长|coeng4
19943|長假期|长假朞|coeng4 gaa3 kei4
19944|長命|长命|coeng4 meng6
19945|長命債長命還|长命债长命还|coeng4 meng6 zaai3 coeng4 meng6 waan4
19946|長命斜|长命斜|coeng4 meng6 ce3
19947|長命百歲|长命百岁|coeng4 meng6 baak3 seoi3
19948|長命雨|长命雨|coeng4 meng6 jyu5
19949|長圓形|长圆形|coeng4 jyun4 jing4
19950|長壽路|长寿路|coeng4 sau6 lou6
19951|長崎市|长崎市|coeng4 kei1 si5
19952|長崎縣|长崎县|coeng4 kei4 jyun6
19953|長工|长工|coeng4 gung1
19954|長情|长情|coeng4 cing4
19955|長房|长房|zoeng2 fong4
19956|長拉拉|长拉拉|coeng4 laai4 laai4
19957|長撓撓|长挠挠|coeng4 naau4 naau4
19958|長春籐|长春藤|coeng4 ceon1 tang4
19959|長時|长时|coeng4 si4
19960|長此以往|长此以往|coeng4 ci2 ji5 wong5
19961|長毛|长毛|coeng4 mou1
19962|長毛賊|长毛贼|coeng4 mou4 caak6
19963|長氣|长气|coeng4 hei3
19964|長氣袋|长气袋|coeng4 hei3 doi6
19965|長江|长江|coeng4 gong1
19966|長洲|长洲|coeng4 zau1
19967|長流流|长流流|coeng4 lau4 lau4
19968|長生店|长生店|coeng4 sang1 dim3
19969|長生板|长生板|coeng4 sang1 baan2
19970|長短句|长短句|coeng4 dyun2 geoi3
19971|長短腳|长短脚|coeng4 dyun2 goek3
19972|長短週|长短周|coeng4 dyun2 zau1
19973|長程|长程|coeng4 cing4
19974|長篇大論|长篇大论|coeng4 pin1 daai6 leon6
19975|長糧|长粮|coeng4 loeng4
19976|長肉|长肉|zoeng2 juk6
19977|長腳蜢|长脚蜢|coeng4 goek3 maang5
19978|長足|长足|coeng4 zuk1
19979|長通粉|长通粉|coeng4 tung1 fan2
19980|長青隧道|长青隧道|coeng4 cing1 seoi6 dou6
19981|長驅直入|长驱直入|coeng4 keoi1 zik6 jap6
19982|長鬚鯨|长须鲸|coeng4 sou1 king4
19983|長魚|长鱼|coeng4 jyu4
19984|門人|门人|mun4 jan4
19985|門券|门券|mun4 hyun3
19986|門匙|门匙|mun4 si4
19987|門口|门口|mun4 hau2
19988|門口狗|门口狗|mun4 hau2 gau2
19989|門房|门房|mun4 fong4
19990|門氏五虎將|门氏五虎将|mun4 si6 ng5 fu2 zoeng3
19991|門縫|门缝|mun4 fung4
19992|門罅|门罅|mun4 laa3
19993|門診部|门诊部|mun4 can2 bou6
19994|門釘|门钉|mun4 deng1
19995|門鉸|门铰|mun4 gaau2
19996|門鐘|门钟|mun4 zung1
19997|門面話|门面话|mun4 min6 waa2
19998|閂|闩|saan1
19999|閂冷氣|闩冷气|saan1 laang5 hei3
20000|閂埋門|闩埋门|saan1 maai4 mun4
20001|閂後門|闩后门|saan1 hau6 mun4
20002|閂掣|闩掣|saan1 cit3
20003|閂死|闩死|saan1 sei2
20004|閂鋪|闩铺|saan1 pou3
20005|閂門|闩门|saan1 mun4
20006|閂門|闩门|saan1 mun4
20007|閃|闪|sim2
20008|閃咭|闪咭|sim2 kaat1
20009|閃燃|闪燃|sim2 jin4
20010|閃緞|闪缎|sim2 dyun6
20011|閃縮|闪缩|sim2 suk1
20012|閃耀|闪耀|sim2 jiu6
20013|閃閃令|闪闪令|sim2 sim2 ling6
20014|閃閃發光|闪闪发光|sim2 sim2 faat3 gwong1
20015|閃閃縮縮|闪闪缩缩|sim2 sim2 suk1 suk1
20016|閃電結婚|闪电结婚|sim2 din6 git3 fan1
20017|閉幕|闭幕|bai3 mok6
20018|閉幕典禮|闭幕典礼|bai3 mok6 din2 lai5
20019|閉翳|闭翳|bai3 ai3
20020|開|开|hoi1
20021|開便|开便|hoi1 bin6
20022|開信刀|开信刀|hoi1 seon3 dou1
20023|開出|开出|hoi1 ceot1
20024|開刀|开刀|hoi1 dou1
20025|開去|开去|hoi1 heoi3
20026|開口|开口|hoi1 hau2
20027|開口及着脷|开口及着脷|hoi1 hau2 kap6 zoek6 lei6
20028|開口埋口|开口埋口|hoi1 hau2 maai4 hau2
20029|開口夢|开口梦|hoi1 hau2 mung6
20030|開口夾著脷|开口夹着脷|hoi1 hau2 gap3 zoek6 lei6
20031|開口有話|开口有话|hoi1 hau2 jau5 waa6
20032|開口棗|开口枣|hoi1 hau2 zou2
20033|開古|开古|hoi1 gu2
20034|開嚟|开嚟|hoi1 lai2
20035|開坑|开坑|hoi1 haang1
20036|開埋井俾人食水|开埋井俾人食水|hoi1 maai4 zeng2 bei2 jan4 sik6 seoi2
20037|開夜|开夜|hoi1 je6
20038|開大|开大|hoi1 daai6
20039|開大價|开大价|hoi1 daai6 gaa3
20040|開天索價|开天索价|hoi1 tin1 sok3 gaa3
20041|開天索價，落地還錢|开天索价，落地还钱|hoi1 tin1 saak3， lok6 dei6 waan4 cin4
20042|開學日|开学日|hoi1 hok6 jat6
20043|開封|开封|hoi1 fung1
20044|開工|开工|hoi1 gung1
20045|開工典禮|开工典礼|hoi1 gung1 din2 lai5
20046|開幕|开幕|hoi1 mok6
20047|開平碉樓|开平碉楼|hoi1 ping4 diu1 lau4
20048|開年|开年|hoi1 nin4
20049|開底|开底|hoi1 dai2
20050|開張大吉|开张大吉|hoi1 zoeng1 daai6 gat1
20051|開彩|开彩|hoi1 coi2
20052|開心見誠|开心见诚|hoi1 sam1 gin3 sing4
20053|開房|开房|hoi1 fong2
20054|開手|开手|hoi1 sau2
20055|開拓創新|开拓创新|hoi1 tok3 cong3 san1
20056|開拖|开拖|hoi1 to1
20057|開揚|开扬|hoi1 joeng4
20058|開攤|开摊|hoi1 taan1
20059|開支|开支|hoi1 zi1
20060|開支票|开支票|hoi1 zi1 piu3
20061|開放政策|开放政策|hoi1 fong3 zing3 caak3
20062|開放日|开放日|hoi1 fong3 jat6
20063|開放電路|开放电路|hoi1 fong3 din6 lou6
20064|開明車馬|开明车马|hoi1 ming4 geoi1 maa5
20065|開枝散葉|开枝散叶|hoi1 zi1 saan3 jip6
20066|開枱|开枱|hoi1 toi2
20067|開標|开标|hoi1 biu1
20068|開檔|开档|hoi1 dong3
20069|開檯|开台|hoi1 toi2
20070|開正|开正|hoi1 zeng3
20071|開波|开波|hoi1 bo1
20072|開火|开火|hoi1 fo2
20073|開片|开片|hoi1 pin2
20074|開玩笑|开玩笑|hoi1 waan4 siu3
20075|開發公司|开发公司|hoi1 faat3 gung1 si1
20076|開硬弓|开硬弓|hoi1 ngaang6 gung1
20077|開篷車|开篷车|hoi1 pung4 ce1
20078|開籠雀|开笼雀|hoi1 lung4 zoek2
20079|開罐頭|开罐头|hoi1 gun3 tau2
20080|開聲|开声|hoi1 seng1
20081|開膳|开膳|hoi1 sin6
20082|開舖|开铺|hoi1 pou3
20083|開航|开航|hoi1 hong4
20084|開花期|开花期|hoi1 faa1 kei4
20085|開花結果|开花结果|hoi1 faa1 git3 gwo2
20086|開荒牛|开荒牛|hoi1 fong1 ngau4
20087|開襟冷衫|开襟冷衫|hoi1 kam1 laang1 saam1
20088|開講有話|开讲有话|hoi1 gong2 jau5 waa6
20089|開身|开身|hoi1 san1
20090|開車|开车|hoi1 ce1
20091|開鋪|开铺|hoi1 pou3
20092|開鏡|开镜|hoi1 geng3
20093|開鑊|开镬|hoi1 wok6
20094|開門|开门|hoi1 mun4
20095|開門七件事|开门七件事|hoi1 mun4 cat1 gin6 si6
20096|開門辦學|开门办学|hoi1 mun4 baan6 hok6
20097|開開心心|开开心心|hoi1 hoi1 sam1 sam1
20098|開面|开面|hoi1 min6
20099|開頭|开头|hoi1 tau4
20100|開飯|開飯|hoi1 faan6
20101|開飯喇|开饭喇|hoi1 faan6 laa1
20102|開餐|开餐|hoi1 caan1
20103|開首|开首|hoi1 sau2
20104|開齋|开斋|hoi1 zaai1
20105|閏日|闰日|jeon6 jat6
20106|閑情逸致|闲情逸致|haan4 cing4 jat6 zi3
20107|閑日|闲日|haan4 jat2
20108|閑閑地|闲闲地|haan4 haan4 dei2
20109|閒事|闲事|haan4 si6
20110|閒心|闲心|haan4 sam1
20111|閒散|闲散|haan4 saan3
20112|閒日|闲日|haan4 jat6
20113|閒言碎語|闲言碎语|haan4 jin4 seoi3 jyu5
20114|閒閒地|闲闲地|haan4 haan4 dei6
20115|閒雜|闲杂|haan4 zaap6
20116|間|间|gaan1
20117|間中|间中|gaan3 zung1
20118|間唔中|间唔中|gaan3 m4 zung1
20119|間尺|间尺|gaan3 cek2
20120|間格|间格|gaan3 gaak3
20121|間條|间条|gaan3 tiu2
20122|間線|间线|gaan3 sin3
20123|間花腩|间花腩|gaan3 faa1 naam5
20124|間行|间行|gaan3 hong4
20125|間間|间间|gaan1 gaan1
20126|閔子騫|闵子骞|man5 zi2 hin1
20127|閘|闸|zaap6
20128|閘住|闸住|zaap6 zyu6
20129|閘側|闸侧|zaap6 zak1
20130|閘門|闸门|zaap6 mun4
20131|閣下|阁下|gok3 haa6
20132|閣仔|阁仔|gok3 zai2
20133|閨中|闺中|gwai1 zung1
20134|閱兵式|阅兵式|jyut6 bing1 sik1
20135|閱報|阅报|jyut6 bou3
20136|閱報室|阅报室|jyut6 bou3 sat1
20137|閱讀室|阅读室|jyut6 duk6 sat1
20138|閲讀|阅读|jyut6 duk6
20139|閹|阉|jim1
20140|閹痘|阉痘|jim1 dau6
20141|閹雞|阉鸡|jim1 gai1
20142|闃然無聲|阒然无声|gwik1 jin4 mou4 sing1
20143|闃礫緙嘞|阒砾缂嘞|kwik1 lik1 kaak1 laak1
20144|闊佬|阔佬|fut3 lou2
20145|闊佬懶理|阔佬懒理|fut3 lou2 laan5 lei5
20146|闊咧啡|阔咧啡|fut3 le4 fe4
20147|闊太|阔太|fut3 taai3
20148|闊條麵|阔条面|fut3 tiu4 min6
20149|闊落|阔落|fut3 lok6
20150|闊葉樹|阔叶树|fut3 jip6 syu6
20151|闊麵|阔面|fut3 min6
20152|闔府|阖府|hap6 fu2
20153|闔府統請|阖府统请|hap6 fu2 tung2 cing2
20154|闖將|闯将|cong2 zoeng3
20155|闖江湖|闯江湖|cong2 gong1 wu4
20156|闖蕩|闯荡|cong2 dong6
20157|闖關東|闯关东|cong2 gwaan1 dung1
20158|關|关|gwaan1
20159|關事|关事|gwaan1 si6
20160|關二哥|关二哥|gwaan1 ji6 go1
20161|關人|关人|gwaan1 jan4
20162|關人鬼事|关人鬼事|gwaan1 jan4 gwai2 si6
20163|關係|关系|gwaan1 hai6
20164|關係網|关系网|gwaan1 hai6 mong5
20165|關係緊張|关系紧张|gwaan1 hai6 gan2 zoeng1
20166|關刀|关刀|gwaan1 dou1
20167|關帝|关帝|gwaan1 dai3
20168|關帝廟|关帝庙|gwaan1 dai3 miu6
20169|關德興|关德兴|gwaan1 dak1 hing1
20170|關心妍|关心妍|gwaan1 sam1 jin4
20171|關斗|关斗|gwaan1 dau3
20172|關注|关注|gwaan1 zyu3
20173|關節痛|关节痛|gwaan1 zit3 tung3
20174|關詠荷|关咏荷|gwaan1 wing6 ho4
20175|關鍵問題|关键问题|gwaan1 gin6 man6 tai4
20176|關鍵性|关键性|gwaan1 gin6 sing3
20177|關鍵時刻|关键时刻|gwaan1 gin6 si4 haak1
20178|關顧|关顾|gwaan1 gu3
20179|阡陌|阡陌|cin1 mak6
20180|阢|阢|ngat6
20181|阮囊羞澀|阮囊羞涩|jyun5 nong4 sau1 gip3
20182|阮玲玉|阮玲玉|jyun2 ling4 juk6
20183|防|防|fong4
20184|防水表|防水表|fong4 seoi2 biu2
20185|防疫站|防疫站|fong4 jik6 zaam6
20186|防疫針|防疫针|fong4 jik6 zam1
20187|防衞|防卫|fong4 wai6
20188|阻住|阻住|zo2 zyu6
20189|阻住地球轉|阻住地球转|zo2 zyu6 dei6 kau4 zyun3
20190|阻你一陣|阻你一阵|zo2 nei5 jat1 zan6
20191|阻埞|阻埞|zo2 deng6
20192|阻定|阻定|zo2 deng3
20193|阻手阻腳|阻手阻脚|zo2 sau2 zo2 goek3
20194|阻擋|阻挡|zo2 dong2
20195|阻止|阻止|zo2 zi2
20196|阻滯|阻滞|zo2 zai6
20197|阻街|阻街|zo2 gaai1
20198|阻頭阻勢|阻头阻势|zo2 tau4 zo2 sai3
20199|阿ｓｉｒ|阿ｓｉｒ|aa3ｓｉｒ
20200|阿乜人|啊乜人|aa3 mat1 jan4
20201|阿乜水|啊乜水|aa3 mat1 seoi2
20202|阿二|啊二|aa3 ji2
20203|阿仔|啊仔|aa3 zai2
20204|阿仙奴|啊仙奴|aa3 sin1 nou4
20205|阿伯|阿伯|aa3 baak3
20206|阿傻|啊傻|aa3 so4
20207|阿兆|啊兆|aa3 siu6
20208|阿公|阿公|aa3 gung1
20209|阿六|啊六|aa3 luk6
20210|阿叉|啊叉|aa3 caa1
20211|阿叔|阿叔|aa3 suk1
20212|阿吱阿咗|啊吱啊咗|aa3 zi1 aa3 zo1
20213|阿哩吉諦|阿哩吉谛|o1 li1 gat1 dai3
20214|阿啞|啊哑|aa3 ak1
20215|阿喱|啊喱|aa3 lei1
20216|阿四|啊四|aa3 sei3
20217|阿士匹靈|阿士匹灵|aa3 si6 pat1 ling4
20218|阿壽|啊寿|aa3 sau6
20219|阿大|阿大|aa3 daai6
20220|阿太|阿太|aa3 taai3
20221|阿奀|啊奀|aa3 ngan1
20222|阿女|阿女|aa3 neoi2
20223|阿妗|啊妗|aa3 kam5
20224|阿姐|阿姐|aa3 ze2
20225|阿姑|阿姑|aa3 gu1
20226|阿婆|阿婆|aa3 po4
20227|阿婆髻|阿婆髻|aa3 po4 gai3
20228|阿嫂|阿嫂|aa3 sou2
20229|阿嫲|啊嫲|aa3 maa4
20230|阿嬸|阿婶|aa3 sam2
20231|阿崩|啊崩|aa3 bang1
20232|阿崩叫狗|啊崩叫狗|aa3 bang1 giu3 gau2
20233|阿差|啊差|aa3 caa1
20234|阿支阿左|啊支啊左|aa3 zi1 aa3 zo1
20235|阿斗官|阿斗官|aa3 dau2 gun1
20236|阿昌族|阿昌族|aa3 coeng1 zuk6
20237|阿星|啊星|aa3 sing1
20238|阿某某|啊某某|aa3 mau5 mau5
20239|阿森一族|阿森一族|aa3 sam1 jat1 zuk6
20240|阿母|阿母|aa3 mou5
20241|阿燦|啊灿|aa3 caan3
20242|阿爺|阿爷|aa3 je4
20243|阿狗阿貓|阿狗阿猫|aa3 gau2 aa3 maau1
20244|阿瓜|阿瓜|aa3 gwaa1
20245|阿福|阿福|aa3 fuk1
20246|阿福阿壽|阿福啊寿|aa3 fuk1 aa3 sau6
20247|阿細|阿细|aa3 sai3
20248|阿聯酋航空公司|阿联酋航空公司|aa3 lyun4 jau4 hong4 hung1 gung1 si1
20249|阿聲|啊声|aa3 seng1
20250|阿聾燒炮|啊聋烧炮|aa3 lung4 siu1 paau3
20251|阿聾送殯|啊聋送殡|aa3 lung4 sung3 ban3
20252|阿肥|阿肥|aa3 fei2
20253|阿舅|阿舅|aa3 kau5
20254|阿茂|啊茂|aa3 mau6
20255|阿茂整餅|啊茂整饼|aa3 mau6 zing2 beng2
20256|阿蘭賣豬|阿兰卖猪|aa3 laan4 maai6 zyu1
20257|阿蛇|啊蛇|aa3 se4
20258|阿諾舒華辛力加|阿诺舒华辛力加|aa3 nok6 syu1 waa4 san1 lik6 gaa1
20259|阿謬|啊谬|aa3 mau6
20260|阿豬|啊猪|aa3 zyu1
20261|阿豬阿狗|啊猪阿狗|aa3 zyu1 aa3 gau2
20262|阿跛|啊跛|aa3 bai1
20263|阿頭|啊头|aa3 tau2
20264|阿駝行路|啊駝行路|aa3 to4 haang4 lou6
20265|阿麗|阿利|aa3 lai6
20266|陀|陀|to4
20267|陀地|陀地|to4 dei2
20268|陀地費|陀地费|to4 dei6 fai3
20269|陀槍|陀枪|to4 coeng1
20270|陀螺儀|陀螺仪|to4 lo4 ji4
20271|陀衰家|陀衰家|to4 seoi1 gaa1
20272|陀鐵|陀铁|to4 tit3
20273|陀陀擰|陀陀拧|to4 to2 ning6
20274|陋俗|陋俗|lau6 zuk6
20275|陋室|陋室|lau6 sat1
20276|降頭|降头|gong3 tau4
20277|限制|限制|haan6 zai3
20278|限度|限度|haan6 dou6
20279|限界|限界|haan6 gaai3
20280|限量|限量|haan6 loeng6
20281|限量版|限量版|haan6 loeng6 baan2
20282|限額|限额|haan6 ngaak6
20283|院|院|jyun2
20284|院線|院线|jyun2 sin3
20285|陣|阵|zan6
20286|陣仗|阵仗|zan6 zoeng3
20287|陣地|阵地|zan6 dei6
20288|陣腳|阵脚|zan6 goek3
20289|陣間|阵间|zan6 gaan3
20290|陣陣|阵阵|zan6 zan6
20291|除|除|ceoi4
20292|除咗|除咗|ceoi4 zo2
20293|除笨有精|除笨有精|ceoi4 ban6 jau5 zeng1
20294|除衫|除衫|ceoi4 saam1
20295|除褲隔渣|除裤隔渣|ceoi4 fu3 gaak3 zaa1
20296|除鞋|除鞋|ceoi4 haai4
20297|陪住|陪住|pui4 zyu6
20298|陪坐|陪坐|pui4 co5
20299|陪太子讀書|陪太子读书|pui4 taai3 zi2 duk6 syu1
20300|陪嫁妹|陪嫁妹|pui4 gaa3 mui1
20301|陪客|陪客|pui4 haak3
20302|陪客開房|陪客开房|pui4 haak3 hoi1 fong2
20303|陪審|陪审|pui4 sam2
20304|陪月|陪月|pui4 jyut2
20305|陫|陫|fei2
20306|陰|阴|jam1
20307|陰乾|阴干|jam1 gon1
20308|陰公|阴公|jam1 gung1
20309|陰功|阴功|jam1 gung1
20310|陰功鬼|阴功鬼|jam1 gung1 gwai2
20311|陰司紙|阴司纸|jam1 si1 zi2
20312|陰影|阴影|jam1 jing2
20313|陰文|阴文|jam1 man4
20314|陰核|阴核|jam1 wat6
20315|陰極射線|阴极射线|jam1 gik6 se6 sin3
20316|陰氣|阴气|jam1 hei3
20317|陰濕|阴湿|jam1 sap1
20318|陰盛陽衰|阴盛阳衰|jam1 sing6 joeng4 seoi1
20319|陰聲細氣|阴声细气|jam1 seng1 sai3 hei3
20320|陰謀家|阴谋家|jam1 mau4 gaa1
20321|陰陰凍|阴阴冻|jam1 jam1 dung3
20322|陰陰嘴笑|阴阴嘴笑|jam1 jam1 zeoi2 siu3
20323|陰陰地|阴阴地|jam1 jam1 dei2
20324|陰陰天|阴阴天|jam1 jam1 tin1
20325|陰陰沉沉|阴阴沉沉|jam1 jam1 cam4 cam4
20326|陰陰笑|阴阴笑|jam1 jam1 siu3
20327|陰陽人|阴阳人|jam1 joeng4 jan4
20328|陰雨|阴雨|jam1 jyu5
20329|陰騭事|阴骘事|jam1 zat1 si6
20330|陳偉業|陈伟业|can4 wai5 jip6
20331|陳光誠|陈光诚|can4 gwong1 sing4
20332|陳克勤|陈克勤|can4 hak1 kan4
20333|陳友|陈友|can4 jau5
20334|陳喬恩|陈乔恩|can4 kiu4 jan1
20335|陳家祠|陈家祠|can4 gaa1 ci4
20336|陳展鵬|陈展鹏|can4 zin2 paang4
20337|陳巧文|陈巧文|can4 haau2 man4
20338|陳德容|陈德容|can4 dak1 jung4
20339|陳志全|陈志全|can4 zi3 cyun4
20340|陳惠敏|陈惠敏|can4 wai6 man5
20341|陳慧嫻|陈慧娴|can4 wai6 haan4
20342|陳慧琳|陈慧琳|can4 wai6 lam4
20343|陳文媛|陈文媛|can4 man4 wun4
20344|陳曉東|陈晓东|can4 hiu2 dung1
20345|陳村種|陈村种|can4 cyun1 zung3
20346|陳果|陈果|can4 gwo2
20347|陳法拉|陈法拉|can4 faat3 laai1
20348|陳港生|陈港生|can4 gong2 sang1
20349|陳煒|陈炜|can4 wai5
20350|陳瑞祺|陈瑞祺|can4 seoi6 kei4
20351|陳百強|陈百强|can4 baak3 koeng4
20352|陳百祥|陈百祥|can4 baak3 coeng4
20353|陳皮咁舊|陈皮咁旧|zan6 pei4 gam3 gau6
20354|陳皮梅|陈皮梅|zan6 pei4 mui4
20355|陳秀雯|陈秀雯|can4 sau3 man4
20356|陳穀子爛芝麻|陈谷子烂芝麻|zan6 guk1 zi2 laan6 zi1 maa4
20357|陳綺貞|陈绮贞|can4 ji2 zing1
20358|陳肇麒|陈肇麒|can4 siu6 kei4
20359|陳茂波|陈茂波|can4 mau6 bo1
20360|陳豪|陈豪|can4 hou4
20361|陳道明|陈道明|can4 dou6 ming4
20362|陳錦鴻|陈锦鸿|can4 gam2 hung4
20363|陳鍵鋒|陈键锋|can4 gin6 fung1
20364|陶傑|陶杰|tou4 git6
20365|陶冶|陶冶|tou4 je5
20366|陶君行|陶君行|tou4 gwan1 hang4
20367|陶晶瑩|陶晶莹|tou4 zing1 jing4
20368|陶然|陶然|tou4 jin4
20369|陸|陆|luk6
20370|陸地|陆地|luk6 dei6
20371|陸軍|陆军|luk6 gwan1
20372|陸軍裝|陆军装|luk6 gwan1 zong1
20373|陽光|阳光|joeng4 gwong1
20374|陽性|阳性|joeng4 sing3
20375|陽春白雪|阳春白雪|joeng4 ceon1 baak6 syut3
20376|陽春麵|阳春面|joeng4 ceon1 min6
20377|陽桃|阳桃|joeng4 tou4
20378|陽澄湖|阳澄湖|joeng4 cing4 wu4
20379|隆重|隆重|lung4 zung6
20380|隊|队|deoi6
20381|隊冧|队冧|deoi2 lam3
20382|隊啤|队啤|deoi2 be1
20383|隊草|队草|deoi2 cou2
20384|階磚|阶砖|gaai1 zyun1
20385|階磚仔|阶砖仔|gaai1 zyun1 zai2
20386|階級|阶级|gaai1 kap1
20387|隔|隔|gaak3
20388|隔來|隔来|gaak3 lei4
20389|隔夜仇|隔夜仇|gaak3 je6 sau4
20390|隔夜油炸鬼|隔夜油炸鬼|gaak3 je6 jau4 zaa3 gwai2
20391|隔夜茶|隔夜茶|gaak3 je6 caa4
20392|隔夜飯|隔夜饭|gaak3 je6 faan6
20393|隔山買牛|隔山买牛|gaak3 saan1 maai5 ngau4
20394|隔涉|隔涉|gaak3 sip3
20395|隔渣|隔渣|gaak3 zaa1
20396|隔篱|隔篱|gaak3 lei4
20397|隔籬|隔篱|gaak3 lei4
20398|隔籬鄰舍|隔篱邻舍|gaak3 lei4 leon4 se3
20399|隔籬飯香|隔篱饭香|gaak3 lei4 faan6 hoeng1
20400|隔鄰|隔邻|gaak3 leon4
20401|隔離|隔离|gaak3 lei4
20402|隨得|随得|ceoi4 dak1
20403|隨緣|随缘|ceoi4 jyun4
20404|隨街|随街|ceoi4 gaai1
20405|隨身|随身|ceoi4 san1
20406|隨身攜帶|随身携带|ceoi4 san1 kwai4 daai3
20407|隨身行李|随身行李|ceoi4 san1 hang4 lei5
20408|隨隨便便|随随便便|ceoi4 ceoi4 bin6 bin6
20409|險勝|险胜|him2 sing3
20410|險灘|险滩|him2 taan1
20411|險過剃頭|險过剃头|him2 gwo3 tai3 tau4
20412|隱蔽|隐蔽|jan2 bai3
20413|隱藏|隐藏|jan2 cong4
20414|隸屬於|隶属于|dai6 zuk1 jyu1
20415|隻手遮天|只手遮天|zek3 sau2 ze1 tin1
20416|隻抽|只抽|zek3 cau1
20417|隻揪|只揪|zek3 cau1
20418|隻揪隻|只揪只|zek3 cau1 zek3
20419|隻眼開隻眼閉|只眼开只眼闭|zek3 ngaan5 hoi1 zek3 ngaan5 bai3
20420|隻言片語|只言片语|zek3 jin4 pin3 jyu5
20421|雀|雀|zoek3
20422|雀仔|雀仔|zoek3 zai2
20423|雀仔街|雀仔街|zoek3 zai2 gaai1
20424|雀友|雀友|zoek3 jau5
20425|雀局|雀局|zoek3 guk6
20426|雀屏|雀屏|zoek3 ping4
20427|雀巢咖啡|雀巢咖啡|zoek3 caau4 kaa1 fei1
20428|雀竇|雀窦|zoek3 dau3
20429|雀籠|雀笼|zoek3 lung4
20430|雀躍|雀跃|zoek3 joek6
20431|雄偉|雄伟|hung4 wai5
20432|雄兵|雄兵|hung4 bing1
20433|雄壯|雄壮|hung4 zong3
20434|雄姿|雄姿|hung4 zi1
20435|雄師|雄师|hung4 si1
20436|雄心壯志|雄心壮志|hung4 sam1 zong3 zi3
20437|雄關|雄关|hung4 gwaan1
20438|雅緻|雅致|ngaa5 zi3
20439|集|集|zaap6
20440|集合|集合|zaap6 hap6
20441|集大成|集大成|zaap6 daai6 sing4
20442|集體|集体|zaap6 tai2
20443|集體回憶|集体回忆|zaap6 tai2 wui4 jik1
20444|集體承包|集体承包|zaap6 tai2 sing4 baau1
20445|集體經濟|集体经济|zaap6 tai2 ging1 zai3
20446|集體農莊|集体农庄|zaap6 tai2 nung4 zong1
20447|集體農莊|集体农庄|zaap6 tai2 nung4 zong1
20448|雉雞尾|雉鸡尾|ci4 gai1 mei5
